enhedsnummer,cvrnummer,felttype,branchekode,branchetekst,gyldigfra,gyldigtil
4001996200,35530886,hovedbranche,999999,Uoplyst,2013-11-08,2014-12-11
4001997542,35531297,bibranche1,462200,Engroshandel med blomster og planter,2013-12-05,2200-01-01
4001997542,35531297,hovedbranche,13000,Planteformering,2013-11-12,2200-01-01
4001998839,35531467,hovedbranche,999999,Uoplyst,2013-11-15,2016-12-05
4001998839,35531467,hovedbranche,642020,Ikke-finansielle holdingselskaber,2016-12-06,2019-05-06
4001128139,35531610,hovedbranche,682040,Udlejning af erhvervsejendomme,2008-01-01,2200-01-01
4001985567,35532595,hovedbranche,999999,Uoplyst,2013-11-15,2014-01-20
4001985567,35532595,hovedbranche,642010,Finansielle holdingselskaber,2014-01-21,2019-04-16
4001988233,35533001,hovedbranche,682040,Udlejning af erhvervsejendomme,2013-11-05,2200-01-01
4002020439,35630287,hovedbranche,741010,Industriel design og produktdesign,2014-01-02,2200-01-01
4002019487,35631216,hovedbranche,451120,"Detailhandel med personbiler, varebiler og minibusser",2014-01-07,2017-10-27
4001995261,35634541,bibranche1,619000,Anden telekommunikation,2015-02-20,2200-01-01
4001995261,35634541,hovedbranche,999999,Uoplyst,2014-01-09,2015-02-19
4001995261,35634541,hovedbranche,613000,Satellitbaseret telekommunikation,2015-02-20,2200-01-01
4001992481,35635033,hovedbranche,999999,Uoplyst,2014-01-10,2200-01-01
4002008907,35638784,hovedbranche,999999,Uoplyst,2014-01-01,2014-11-26
4002008907,35638784,hovedbranche,205900,Fremstilling af andre kemiske produkter i.a.n.,2014-11-27,2200-01-01
4002021189,35638911,bibranche1,682040,Udlejning af erhvervsejendomme,2016-03-09,2200-01-01
4002021189,35638911,hovedbranche,999999,Uoplyst,2014-01-01,2016-03-08
4002021189,35638911,hovedbranche,682030,Anden udlejning af boliger,2016-03-09,2200-01-01
4002018580,35639497,hovedbranche,999999,Uoplyst,2013-12-06,2018-10-31
4002010035,35639853,hovedbranche,999999,Uoplyst,2014-01-14,2200-01-01
4002018604,35639977,hovedbranche,999999,Uoplyst,2014-01-09,2200-01-01
4001997967,35640584,hovedbranche,999999,Uoplyst,2014-01-16,2200-01-01
4001997977,35640789,bibranche1,702200,Virksomhedsrådgivning og anden rådgivning om driftsledelse,2017-10-01,2200-01-01
4001997977,35640789,hovedbranche,999999,Uoplyst,2013-11-20,2014-12-31
4001997977,35640789,hovedbranche,643030,Investeringsselskaber,2015-01-01,2200-01-01
4002010506,35647643,hovedbranche,999999,Uoplyst,2014-01-23,2200-01-01
4002012036,35650679,hovedbranche,999999,Uoplyst,2014-01-29,2014-12-31
4002012036,35650679,hovedbranche,642020,Ikke-finansielle holdingselskaber,2015-01-01,2200-01-01
4002013120,35651306,hovedbranche,642010,Finansielle holdingselskaber,2014-01-27,2200-01-01
4001999222,35651950,hovedbranche,412000,Opførelse af bygninger,2014-02-03,2200-01-01
4001999222,35651950,hovedbranche,999999,Uoplyst,2014-01-30,2014-02-02
4002016599,35659021,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-02-07,2019-01-07
4001991290,35659080,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-12-04,2200-01-01
4001991290,35659080,hovedbranche,464910,"Engroshandel med cykler, sportsartikler og lystbåde",2014-02-07,2014-12-03
4002017305,35661530,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-02-10,2200-01-01
4001983308,35663908,hovedbranche,702200,Virksomhedsrådgivning og anden rådgivning om driftsledelse,2014-02-12,2200-01-01
4002013579,35667113,hovedbranche,999999,Uoplyst,2014-02-17,2200-01-01
4001983406,35670483,hovedbranche,999999,Uoplyst,2014-02-13,2200-01-01
4002002217,35672001,bibranche1,463100,Engroshandel med frugt og grøntsager,2014-03-01,2200-01-01
4002002217,35672001,hovedbranche,462200,Engroshandel med blomster og planter,2014-02-27,2200-01-01
4002022816,35680470,hovedbranche,999999,Uoplyst,2014-02-04,2014-03-31
4002022816,35680470,hovedbranche,691000,Juridisk bistand,2014-04-01,2200-01-01
4002007146,35681531,hovedbranche,463810,Engroshandel med fisk og fiskeprodukter,2014-03-06,2016-05-19
4002007146,35681531,hovedbranche,461790,"Anden agenturhandel med føde-, drikke- og tobaksvarer",2016-05-20,2200-01-01
4002015747,35682481,hovedbranche,999999,Uoplyst,2014-03-05,2200-01-01
4002024407,35683194,hovedbranche,692000,Bogføring og revision: skatterådgivning,2014-07-01,2200-01-01
4002024407,35683194,hovedbranche,999999,Uoplyst,2014-03-06,2014-06-30
4001129339,35712011,bibranche1,463410,"Engroshandel med øl, mineralvand, frugt- og grøntsagssaft",2008-01-02,2200-01-01
4001129339,35712011,hovedbranche,105100,Mejerier samt ostefremstilling,2013-01-01,2200-01-01
4001129344,35714618,bibranche1,471110,Købmænd og døgnkiosker,2008-01-01,2200-01-01
4001129344,35714618,hovedbranche,471120,Supermarkeder,2008-01-01,2200-01-01
4001129611,35723714,bibranche1,473000,Servicestationer,2008-01-02,2200-01-01
4001129611,35723714,hovedbranche,471120,Supermarkeder,2008-01-01,2200-01-01
4000655820,35745114,bibranche1,256200,Maskinforarbejdning,2009-01-01,2200-01-01
4000655820,35745114,hovedbranche,243300,Koldbehandling,2008-01-01,2200-01-01
4002028289,35803343,hovedbranche,821100,Kombinerede administrationsserviceydelser,2014-03-14,2200-01-01
4002013838,35804196,hovedbranche,999999,Uoplyst,2014-03-13,2014-12-31
4002013838,35804196,hovedbranche,642020,Ikke-finansielle holdingselskaber,2015-01-01,2200-01-01
4002007459,35805877,hovedbranche,999999,Uoplyst,2014-03-10,2014-12-31
4002007459,35805877,hovedbranche,642020,Ikke-finansielle holdingselskaber,2015-01-01,2200-01-01
4002017365,35806555,hovedbranche,325000,Fremstilling af medicinske og dentale instrumenter samt udstyr hertil,2014-03-16,2200-01-01
4002015760,35806644,hovedbranche,999999,Uoplyst,2014-03-18,2200-01-01
4002013730,35809023,hovedbranche,999999,Uoplyst,2014-03-18,2016-12-31
4002013730,35809023,hovedbranche,642020,Ikke-finansielle holdingselskaber,2017-01-01,2200-01-01
4002005390,35814035,hovedbranche,999999,Uoplyst,2014-03-25,2015-10-15
4002005390,35814035,hovedbranche,643030,Investeringsselskaber,2015-10-16,2200-01-01
4002015807,35814124,hovedbranche,21000,Dyrkning af træer og andre skovbrugsaktiviteter,2014-07-01,2200-01-01
4002015807,35814124,hovedbranche,999999,Uoplyst,2014-03-24,2014-06-30
4002029694,35814248,bibranche1,771100,Udlejning og leasing af biler og lette motorkøretøjer,2014-06-01,2018-03-01
4002029694,35814248,hovedbranche,999999,Uoplyst,2014-03-20,2014-05-31
4002029694,35814248,hovedbranche,701020,Finansielle hovedsæders virksomhed,2014-06-01,2018-03-01
4002005401,35814396,hovedbranche,999999,Uoplyst,2014-03-24,2015-01-31
4002005401,35814396,hovedbranche,642020,Ikke-finansielle holdingselskaber,2015-02-01,2200-01-01
4002026749,35814604,hovedbranche,467200,Engroshandel med metaller og metalmalme,2014-03-27,2200-01-01
4002021220,35814906,hovedbranche,999999,Uoplyst,2014-03-13,2200-01-01
4001122697,35815228,hovedbranche,466900,Engroshandel med andre maskiner og andet udstyr,2008-01-01,2200-01-01
4002022933,35817093,hovedbranche,999999,Uoplyst,2014-03-18,2200-01-01
4002026638,35817352,hovedbranche,281300,Fremstilling af andre pumper og kompressorer,2014-04-01,2200-01-01
4002022950,35817557,hovedbranche,999999,Uoplyst,2014-04-01,2015-11-16
4002022950,35817557,hovedbranche,642020,Ikke-finansielle holdingselskaber,2015-11-17,2200-01-01
4002025831,35817867,bibranche1,821100,Kombinerede administrationsserviceydelser,2014-04-01,2200-01-01
4002025831,35817867,hovedbranche,643030,Investeringsselskaber,2014-04-01,2200-01-01
4002023742,35821740,hovedbranche,999999,Uoplyst,2014-03-31,2200-01-01
4002023085,35821791,hovedbranche,999999,Uoplyst,2014-03-31,2014-09-15
4002023085,35821791,hovedbranche,642010,Finansielle holdingselskaber,2014-09-16,2200-01-01
4002024154,35822690,hovedbranche,620100,Computerprogrammering,2014-03-26,2200-01-01
4002018692,35822720,hovedbranche,181200,Anden trykning,2014-03-26,2200-01-01
4002024569,35826920,hovedbranche,999999,Uoplyst,2014-04-07,2014-12-31
4002024569,35826920,hovedbranche,642020,Ikke-finansielle holdingselskaber,2015-01-01,2200-01-01
4002029348,35828613,hovedbranche,999999,Uoplyst,2014-04-10,2017-08-17
4002029350,35828648,hovedbranche,999999,Uoplyst,2014-04-10,2017-08-17
4002026164,35829318,hovedbranche,999999,Uoplyst,2014-04-10,2200-01-01
4002005422,35829555,bibranche1,466200,Engroshandel med værktøjsmaskiner,2014-04-12,2200-01-01
4002005422,35829555,bibranche2,467200,Engroshandel med metaller og metalmalme,2014-04-12,2200-01-01
4002005422,35829555,hovedbranche,467400,"Engroshandel med isenkram, varmeanlæg og tilbehør",2014-04-11,2200-01-01
4002026907,35832521,bibranche1,642020,Ikke-finansielle holdingselskaber,2018-12-01,2200-01-01
4002026907,35832521,hovedbranche,999999,Uoplyst,2014-04-14,2018-11-30
4002026907,35832521,hovedbranche,682040,Udlejning af erhvervsejendomme,2018-12-01,2200-01-01
4002007945,35836470,hovedbranche,999999,Uoplyst,2014-04-09,2014-06-30
4002007945,35836470,hovedbranche,522920,Speditører,2014-07-01,2200-01-01
4002007962,35837140,hovedbranche,999999,Uoplyst,2014-04-25,2200-01-01
4002029968,35839224,bibranche1,702200,Virksomhedsrådgivning og anden rådgivning om driftsledelse,2014-05-08,2200-01-01
4002029968,35839224,hovedbranche,999999,Uoplyst,2014-04-28,2014-05-07
4002029968,35839224,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-05-08,2200-01-01
4002011754,35839909,hovedbranche,453200,Detailhandel med reservedele og tilbehør til motorkøretøjer,2014-04-29,2200-01-01
4002013696,35843698,hovedbranche,999999,Uoplyst,2014-04-22,2014-05-31
4002013696,35843698,hovedbranche,721900,Anden forskning og eksperimentel udvikling inden for naturvidenskab og teknik,2014-06-01,2200-01-01
4002006757,35844384,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-04-23,2200-01-01
4002030950,35846735,hovedbranche,999999,Uoplyst,2014-05-08,2019-02-28
4002030950,35846735,hovedbranche,701010,Ikke-finansielle hovedsæders virksomhed,2019-03-01,2200-01-01
4002013783,35847731,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-05-09,2200-01-01
4002015113,35851690,hovedbranche,351100,Produktion af elektricitet,2014-04-30,2200-01-01
3655535,35855513,bibranche1,471130,Discountforretninger,2013-09-12,2017-04-26
3655535,35855513,hovedbranche,471120,Supermarkeder,2008-01-01,2017-04-26
4002023536,35855564,hovedbranche,702200,Virksomhedsrådgivning og anden rådgivning om driftsledelse,2014-05-15,2200-01-01
4002030325,35861564,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-05-28,2200-01-01
4002008299,35862048,hovedbranche,999999,Uoplyst,2014-05-28,2014-12-31
4002008299,35862048,hovedbranche,642020,Ikke-finansielle holdingselskaber,2015-01-01,2019-01-07
4002010448,35865993,hovedbranche,999999,Uoplyst,2014-05-25,2200-01-01
4002025896,35867694,hovedbranche,999999,Uoplyst,2014-06-10,2200-01-01
4002008009,35868062,hovedbranche,702200,Virksomhedsrådgivning og anden rådgivning om driftsledelse,2015-07-01,2200-01-01
4002008009,35868062,hovedbranche,999999,Uoplyst,1999-06-30,2014-06-30
4002008009,35868062,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-07-01,2015-06-30
4002009227,35868771,hovedbranche,999999,Uoplyst,2014-06-10,2015-12-31
4002009227,35868771,hovedbranche,642020,Ikke-finansielle holdingselskaber,2016-01-01,2200-01-01
4002047118,35870482,hovedbranche,999999,Uoplyst,2014-06-10,2015-06-30
4002047118,35870482,hovedbranche,821100,Kombinerede administrationsserviceydelser,2015-07-01,2200-01-01
4003821274,35872183,hovedbranche,999999,Uoplyst,2014-12-03,2200-01-01
4003821359,35872655,hovedbranche,999999,Uoplyst,2014-12-08,2014-12-31
4003821359,35872655,hovedbranche,682040,Udlejning af erhvervsejendomme,2015-01-01,2200-01-01
4003844429,35874097,hovedbranche,999999,Uoplyst,2015-01-01,2016-08-31
4003844429,35874097,hovedbranche,642020,Ikke-finansielle holdingselskaber,2016-09-01,2200-01-01
4003852767,35874593,hovedbranche,999999,Uoplyst,2015-01-16,2200-01-01
4005918767,35875824,hovedbranche,999999,Uoplyst,2015-03-02,2200-01-01
4005918781,35875891,hovedbranche,999999,Uoplyst,2015-03-02,2200-01-01
4002035430,35889671,hovedbranche,999999,Uoplyst,2014-06-16,2200-01-01
4002038918,35892052,bibranche1,682040,Udlejning af erhvervsejendomme,2016-07-01,2200-01-01
4002038918,35892052,hovedbranche,999999,Uoplyst,2014-06-20,2014-06-30
4002038918,35892052,hovedbranche,691000,Juridisk bistand,2014-07-01,2200-01-01
4002039697,35892265,hovedbranche,999999,Uoplyst,2014-06-20,2018-03-14
4002039697,35892265,hovedbranche,642020,Ikke-finansielle holdingselskaber,2018-03-15,2200-01-01
4002040090,35893474,hovedbranche,721900,Anden forskning og eksperimentel udvikling inden for naturvidenskab og teknik,2016-04-01,2200-01-01
4002040090,35893474,hovedbranche,293200,Fremstilling af andre dele og tilbehør til motorkøretøjer,2014-09-08,2016-03-31
4003788282,35894640,bibranche1,464990,Engroshandel med andre husholdningsartikler,2014-12-01,2200-01-01
4003788282,35894640,hovedbranche,999999,Uoplyst,2014-09-30,2014-11-30
4003788282,35894640,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-12-01,2200-01-01
4001123325,35909117,bibranche1,222200,Fremstilling af plastemballage,2008-01-01,2200-01-01
4001123325,35909117,hovedbranche,222100,"Fremstilling af plader, ark, rør og slanger samt profiler af plast",2008-01-01,2200-01-01
4000333383,35954716,bibranche1,471130,Discountforretninger,2008-01-01,2200-01-01
4000333383,35954716,bibranche2,463900,"Ikke-specialiseret engroshandel med føde-, drikke- og tobaksvarer",2008-01-01,2200-01-01
4000333383,35954716,bibranche3,941100,Erhvervs- og arbejdsgiverorganisationer,2013-04-01,2200-01-01
4000333383,35954716,hovedbranche,471900,Anden detailhandel fra ikke-specialiserede forretninger,2008-01-01,2200-01-01
4001135587,35956719,hovedbranche,467400,"Engroshandel med isenkram, varmeanlæg og tilbehør",2008-01-01,2200-01-01
4001135636,35982310,hovedbranche,236100,Fremstilling af byggematerialer af beton,2008-01-01,2200-01-01
4002035972,36016698,hovedbranche,351100,Produktion af elektricitet,2014-06-20,2200-01-01
4002044834,36017147,hovedbranche,999999,Uoplyst,2014-06-23,2014-07-14
4002044834,36017147,hovedbranche,643030,Investeringsselskaber,2014-07-15,2200-01-01
4002035984,36017198,hovedbranche,999999,Uoplyst,2014-06-23,2019-04-01
4002035984,36017198,hovedbranche,643010,Investeringsforeninger,2019-04-02,2200-01-01
4002047200,36017554,hovedbranche,999999,Uoplyst,2014-06-20,2014-12-31
4002047200,36017554,hovedbranche,642010,Finansielle holdingselskaber,2015-01-01,2200-01-01
4002047244,36020199,hovedbranche,999999,Uoplyst,2014-06-25,2200-01-01
4002033337,36020865,hovedbranche,999999,Uoplyst,2014-05-20,2014-12-31
4002033337,36020865,hovedbranche,682030,Anden udlejning af boliger,2017-10-26,2200-01-01
4002033337,36020865,hovedbranche,683210,Administration af fast ejendom på kontraktbasis,2015-01-01,2017-10-25
4002033338,36020873,bibranche1,682040,Udlejning af erhvervsejendomme,2016-10-01,2200-01-01
4002033338,36020873,hovedbranche,999999,Uoplyst,2014-05-20,2014-12-31
4002033338,36020873,hovedbranche,682030,Anden udlejning af boliger,2016-10-01,2200-01-01
4002033338,36020873,hovedbranche,683210,Administration af fast ejendom på kontraktbasis,2015-01-01,2016-09-30
4002031542,36023473,hovedbranche,999999,Uoplyst,2014-06-27,2014-06-30
4002031542,36023473,hovedbranche,502000,Sø- og kysttransport af gods,2014-07-01,2200-01-01
4002037292,36026197,hovedbranche,999999,Uoplyst,2014-06-30,2019-06-20
4002041410,36026642,hovedbranche,999999,Uoplyst,2014-07-01,2200-01-01
4002039557,36027681,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-07-01,2200-01-01
4002047410,36036524,hovedbranche,999999,Uoplyst,2014-07-04,2200-01-01
4002042036,36036656,bibranche1,620900,Anden it-servicevirksomhed,2014-07-01,2200-01-01
4002042036,36036656,hovedbranche,999999,Uoplyst,2014-06-23,2014-06-30
4002042036,36036656,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-07-01,2015-12-31
4002042036,36036656,hovedbranche,701010,Ikke-finansielle hovedsæders virksomhed,2016-01-01,2200-01-01
4002046950,36037016,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-07-06,2200-01-01
4002038318,36037024,hovedbranche,771100,Udlejning og leasing af biler og lette motorkøretøjer,2014-07-06,2200-01-01
4002047448,36037652,hovedbranche,999999,Uoplyst,2014-07-01,2200-01-01
4002032586,36039191,hovedbranche,999999,Uoplyst,2014-06-27,2200-01-01
4002044505,36040785,hovedbranche,999999,Uoplyst,2014-07-09,2015-12-31
4002044505,36040785,hovedbranche,741010,Industriel design og produktdesign,2016-01-01,2018-05-24
4002047251,36041374,hovedbranche,999999,Uoplyst,2014-06-27,2200-01-01
4002035047,36043369,bibranche1,462100,"Engroshandel med korn, uforarbejdet tobak, såsæd og foderstoffer",2018-12-01,2200-01-01
4002035047,36043369,hovedbranche,999999,Uoplyst,2014-06-26,2018-11-30
4002035047,36043369,hovedbranche,642020,Ikke-finansielle holdingselskaber,2018-12-01,2200-01-01
4002031810,36044462,hovedbranche,999999,Uoplyst,2014-07-01,2014-07-10
4002031810,36044462,hovedbranche,821100,Kombinerede administrationsserviceydelser,2014-07-11,2017-07-31
4002033201,36045361,hovedbranche,999999,Uoplyst,2014-07-11,2200-01-01
4002041799,36047283,hovedbranche,999999,Uoplyst,2014-07-16,2200-01-01
4002034120,36047321,hovedbranche,999999,Uoplyst,2014-06-27,2200-01-01
4002043189,36048719,hovedbranche,999999,Uoplyst,2014-06-30,2200-01-01
4002031138,36053569,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-07-28,2019-03-07
871765,36056428,bibranche1,682040,Udlejning af erhvervsejendomme,2008-01-01,2200-01-01
871765,36056428,bibranche2,14700,Fjerkræavl,2008-01-01,2200-01-01
871765,36056428,bibranche3,682030,Anden udlejning af boliger,2009-04-01,2200-01-01
871765,36056428,hovedbranche,21000,Dyrkning af træer og andre skovbrugsaktiviteter,2008-01-01,2200-01-01
4002044391,36057149,bibranche1,682040,Udlejning af erhvervsejendomme,2019-01-01,2200-01-01
4002044391,36057149,hovedbranche,999999,Uoplyst,2014-05-19,2018-12-31
4002044391,36057149,hovedbranche,642020,Ikke-finansielle holdingselskaber,2019-01-01,2200-01-01
4002032927,36057505,hovedbranche,999999,Uoplyst,2014-07-23,2014-10-31
4002032927,36057505,hovedbranche,293200,Fremstilling af andre dele og tilbehør til motorkøretøjer,2014-11-01,2200-01-01
4002046537,36058242,hovedbranche,682040,Udlejning af erhvervsejendomme,2014-08-04,2200-01-01
4002046549,36058552,hovedbranche,999999,Uoplyst,2014-08-04,2014-08-25
4002046549,36058552,hovedbranche,619000,Anden telekommunikation,2014-08-26,2200-01-01
4002031207,36058714,hovedbranche,212000,Fremstilling af farmaceutiske præparater,2014-08-01,2014-08-01
4002031207,36058714,hovedbranche,201300,Fremstilling af andre uorganiske basiskemikalier,2014-08-02,2200-01-01
4002036194,36063068,hovedbranche,464800,"Engroshandel med ure, smykker og guld- og sølvvarer",2014-08-13,2200-01-01
4002035373,36063696,hovedbranche,999999,Uoplyst,2014-08-05,2014-08-13
4002035373,36063696,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-08-14,2200-01-01
4002042989,36066296,bibranche1,108900,Fremstilling af andre fødevarer i.a.n.,2014-12-01,2015-03-31
4002042989,36066296,bibranche1,110700,Fremstilling af læskedrikke: fremstilling af mineralvand og andet vand på flaske,2015-04-01,2200-01-01
4002042989,36066296,bibranche2,463410,"Engroshandel med øl, mineralvand, frugt- og grøntsagssaft",2015-04-01,2200-01-01
4002042989,36066296,bibranche3,108900,Fremstilling af andre fødevarer i.a.n.,2015-04-01,2200-01-01
4002042989,36066296,hovedbranche,999999,Uoplyst,2014-08-14,2014-11-30
4002042989,36066296,hovedbranche,110500,Fremstilling af øl,2014-12-01,2200-01-01
4002036461,36066571,hovedbranche,999999,Uoplyst,2014-08-18,2200-01-01
4002038259,36067896,bibranche1,452010,Autoreparationsværksteder mv.,2015-05-27,2019-03-15
4002038259,36067896,hovedbranche,999999,Uoplyst,2014-08-19,2015-05-26
4002038259,36067896,hovedbranche,451120,"Detailhandel med personbiler, varebiler og minibusser",2015-05-27,2019-03-15
4002040550,36068736,hovedbranche,494100,Vejgodstransport,2014-08-19,2200-01-01
4002040589,36069651,hovedbranche,999999,Uoplyst,2014-08-20,2200-01-01
4002043633,36069937,hovedbranche,422200,Anlæg af ledningsnet til elektricitet og kommunikation,2014-08-20,2200-01-01
4002042324,36074841,hovedbranche,475990,Detailhandel med belysningsartikler samt husholdningsartikler i.a.n.,2014-08-14,2200-01-01
4002044013,36076194,hovedbranche,999999,Uoplyst,2014-08-28,2200-01-01
4002041722,36079576,hovedbranche,999999,Uoplyst,2014-09-02,2200-01-01
4002043330,36084960,hovedbranche,642010,Finansielle holdingselskaber,2014-09-08,2200-01-01
4002046760,36090316,hovedbranche,582900,Anden udgivelse af software,2014-09-16,2200-01-01
4002032160,36090855,hovedbranche,999999,Uoplyst,2014-09-16,2200-01-01
4001124216,36095210,bibranche1,813000,Landskabspleje,2008-01-01,2200-01-01
4001124216,36095210,bibranche2,421300,Anlæg af broer og tunneller,2014-01-01,2200-01-01
4001124216,36095210,hovedbranche,412000,Opførelse af bygninger,2008-01-01,2200-01-01
1527963,36099216,bibranche1,464920,"Engroshandel med bøger, papir og papirvarer",2008-01-01,2016-10-28
1527963,36099216,bibranche2,181200,Anden trykning,2008-01-02,2016-10-28
1527963,36099216,bibranche3,466900,Engroshandel med andre maskiner og andet udstyr,2010-04-01,2016-10-28
1527963,36099216,hovedbranche,467600,Engroshandel med andre råvarer og halvfabrikata,2008-01-01,2016-10-28
4001129594,36149213,hovedbranche,494200,Flytteforretninger,2008-01-01,2200-01-01
4001129597,36150513,bibranche1,871010,Plejehjem,2017-06-01,2200-01-01
4001129597,36150513,bibranche2,873010,Døgninstitutioner for personer med fysisk handicap,2018-02-01,2200-01-01
4001129597,36150513,hovedbranche,881010,Hjemmehjælp,2008-01-01,2200-01-01
4002048331,36201754,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-09-24,2200-01-01
4002049286,36202823,hovedbranche,999999,Uoplyst,2014-09-24,2014-09-30
4002049286,36202823,hovedbranche,683210,Administration af fast ejendom på kontraktbasis,2014-10-01,2200-01-01
1590913,36213728,bibranche1,521000,Oplagrings- og pakhusvirksomhed,2008-01-02,2200-01-01
1590913,36213728,bibranche2,711290,Anden teknisk rådgivning,2008-01-01,2200-01-01
1590913,36213728,bibranche3,351300,Distribution af elektricitet,2008-01-01,2200-01-01
1590913,36213728,hovedbranche,352200,Distribution af gas,2008-01-01,2200-01-01
4001125710,36232315,hovedbranche,466100,"Engroshandel med landbrugsmaskiner, -udstyr og tilbehør hertil",2008-01-01,2200-01-01
4001137833,36311711,bibranche1,467400,"Engroshandel med isenkram, varmeanlæg og tilbehør",2008-01-02,2200-01-01
4001137833,36311711,bibranche2,467200,Engroshandel med metaller og metalmalme,2008-01-01,2200-01-01
4001137833,36311711,hovedbranche,466100,"Engroshandel med landbrugsmaskiner, -udstyr og tilbehør hertil",2008-01-01,2200-01-01
4001144035,36375019,hovedbranche,466100,"Engroshandel med landbrugsmaskiner, -udstyr og tilbehør hertil",2008-01-01,2018-03-28
4002049063,36393092,hovedbranche,999999,Uoplyst,2014-09-30,2014-12-31
4002049063,36393092,hovedbranche,649900,"Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.",2015-01-01,2200-01-01
4002049602,36393548,hovedbranche,999999,Uoplyst,2014-09-29,2014-09-30
4002049602,36393548,hovedbranche,821100,Kombinerede administrationsserviceydelser,2014-10-01,2200-01-01
4002049603,36393556,hovedbranche,999999,Uoplyst,2014-09-29,2014-12-31
4002049603,36393556,hovedbranche,642020,Ikke-finansielle holdingselskaber,2015-01-01,2200-01-01
4002047920,36394560,hovedbranche,477110,Tøjforretninger,2014-10-01,2200-01-01
4002049674,36396989,bibranche1,682040,Udlejning af erhvervsejendomme,2015-10-01,2200-01-01
4002049674,36396989,hovedbranche,999999,Uoplyst,2014-09-26,2015-09-30
4002049674,36396989,hovedbranche,681000,Køb og salg af egen fast ejendom,2015-10-01,2200-01-01
4003791155,36403470,hovedbranche,999999,Uoplyst,2014-07-29,2200-01-01
4003791161,36403527,hovedbranche,611000,Fastnetbaseret telekommunikation,2014-07-21,2200-01-01
4003792283,36405732,hovedbranche,999999,Uoplyst,2014-10-01,2200-01-01
4003794065,36408987,hovedbranche,999999,Uoplyst,2014-10-10,2014-10-27
4003794065,36408987,hovedbranche,502000,Sø- og kysttransport af gods,2014-10-28,2200-01-01
4003797619,36414715,hovedbranche,682040,Udlejning af erhvervsejendomme,2014-10-23,2200-01-01
4003797636,36414731,hovedbranche,682040,Udlejning af erhvervsejendomme,2014-10-23,2200-01-01
4003799162,36417218,hovedbranche,511020,Charter- og taxiflyvning,2014-10-28,2200-01-01
4003802313,36423439,hovedbranche,999999,Uoplyst,2014-11-04,2015-11-22
4003802313,36423439,hovedbranche,683210,Administration af fast ejendom på kontraktbasis,2015-11-23,2200-01-01
4003802355,36423544,bibranche1,619000,Anden telekommunikation,2017-11-01,2200-01-01
4003802355,36423544,hovedbranche,999999,Uoplyst,2014-11-04,2014-11-30
4003802355,36423544,hovedbranche,611000,Fastnetbaseret telekommunikation,2014-12-01,2200-01-01
4003804367,36426454,hovedbranche,451120,"Detailhandel med personbiler, varebiler og minibusser",2014-11-06,2200-01-01
4003804769,36427426,bibranche1,702200,Virksomhedsrådgivning og anden rådgivning om driftsledelse,2015-10-01,2200-01-01
4003804769,36427426,hovedbranche,999999,Uoplyst,2014-11-04,2015-09-30
4003804769,36427426,hovedbranche,642020,Ikke-finansielle holdingselskaber,2015-10-01,2200-01-01
4003805150,36428112,bibranche1,467310,"Engroshandel med træ, trælast og byggematerialer",2015-01-01,2200-01-01
4003805150,36428112,hovedbranche,235100,Fremstilling af cement,2014-11-07,2200-01-01
4003805442,36428457,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-11-01,2200-01-01
4003807042,36431318,hovedbranche,999999,Uoplyst,2014-10-29,2200-01-01
4003807210,36431679,hovedbranche,999999,Uoplyst,2014-10-29,2018-04-12
4001132904,36432128,hovedbranche,649900,"Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.",2008-01-01,2017-05-18
4003808729,36434082,hovedbranche,467100,"Engroshandel med fast, flydende og luftformigt brændstof og lignende varer",2014-11-14,2200-01-01
4003808731,36434090,hovedbranche,467100,"Engroshandel med fast, flydende og luftformigt brændstof og lignende varer",2014-11-14,2200-01-01
4003809766,36435364,hovedbranche,999999,Uoplyst,2014-11-10,2200-01-01
4003809782,36435399,hovedbranche,999999,Uoplyst,2014-11-10,2200-01-01
4003810060,36436115,hovedbranche,999999,Uoplyst,2014-11-12,2019-03-02
4003810060,36436115,hovedbranche,642020,Ikke-finansielle holdingselskaber,2019-03-03,2200-01-01
4003810067,36436131,hovedbranche,999999,Uoplyst,2014-11-12,2019-03-02
4003810067,36436131,hovedbranche,642020,Ikke-finansielle holdingselskaber,2019-03-03,2200-01-01
