cvrnummer,formkode,kortbeskrivelse,langbeskrivelse,gyldigfra,gyldigtil
31253993,80,APS,Anpartsselskab,2008-01-25,2200-01-01
31075564,80,APS,Anpartsselskab,2007-11-30,2200-01-01
31286484,80,APS,Anpartsselskab,2008-03-07,2016-08-01
31186242,80,APS,Anpartsselskab,2008-01-17,2200-01-01
31085632,80,APS,Anpartsselskab,2017-04-29,2200-01-01
31272424,80,APS,Anpartsselskab,2008-02-22,2200-01-01
31272564,80,APS,Anpartsselskab,2008-02-22,2200-01-01
31080029,80,APS,Anpartsselskab,2007-12-03,2016-06-01
31080266,80,APS,Anpartsselskab,2007-11-28,2200-01-01
31080665,80,APS,Anpartsselskab,2007-11-30,2200-01-01
31089506,80,APS,Anpartsselskab,2007-12-01,2200-01-01
31159709,80,APS,Anpartsselskab,2007-12-17,2200-01-01
31161096,80,APS,Anpartsselskab,2007-12-19,2200-01-01
31151503,80,APS,Anpartsselskab,2007-12-11,2018-05-30
31275180,80,APS,Anpartsselskab,2008-02-19,2200-01-01
31251621,80,APS,Anpartsselskab,2008-01-30,2200-01-01
31252741,80,APS,Anpartsselskab,2008-01-31,2200-01-01
31272378,80,APS,Anpartsselskab,2008-02-22,2200-01-01
31330645,80,APS,Anpartsselskab,2008-03-14,2200-01-01
31090288,80,APS,Anpartsselskab,2007-12-10,2200-01-01
31179793,80,APS,Anpartsselskab,2008-01-15,2018-01-12
31272459,80,APS,Anpartsselskab,2008-02-22,2200-01-01
31425581,80,APS,Anpartsselskab,2008-04-02,2200-01-01
31600669,80,APS,Anpartsselskab,2008-07-01,2200-01-01
31593247,80,APS,Anpartsselskab,2008-06-13,2200-01-01
31372763,80,APS,Anpartsselskab,2008-04-11,2200-01-01
30563239,80,APS,Anpartsselskab,2008-05-22,2200-01-01
31418658,80,APS,Anpartsselskab,2008-04-25,2200-01-01
31501547,80,APS,Anpartsselskab,2008-06-23,2200-01-01
31474795,80,APS,Anpartsselskab,2008-05-28,2200-01-01
31472474,80,APS,Anpartsselskab,2008-04-14,2200-01-01
31420466,80,APS,Anpartsselskab,2008-05-01,2200-01-01
31423775,80,APS,Anpartsselskab,2008-05-09,2200-01-01
31480280,80,APS,Anpartsselskab,2008-05-29,2200-01-01
31367905,80,APS,Anpartsselskab,2008-03-27,2200-01-01
31368006,80,APS,Anpartsselskab,2008-05-06,2200-01-01
31497086,80,APS,Anpartsselskab,2008-05-08,2200-01-01
31371627,80,APS,Anpartsselskab,2008-03-27,2200-01-01
31626501,80,APS,Anpartsselskab,2008-08-14,2200-01-01
31269008,80,APS,Anpartsselskab,2008-02-19,2200-01-01
31178975,80,APS,Anpartsselskab,2008-01-14,2200-01-01
31279518,80,APS,Anpartsselskab,2008-02-29,2200-01-01
31275431,80,APS,Anpartsselskab,2008-02-22,2014-05-05
31479363,80,APS,Anpartsselskab,2008-05-22,2016-06-28
31300193,80,APS,Anpartsselskab,2008-03-11,2200-01-01
31278082,80,APS,Anpartsselskab,2008-01-03,2200-01-01
31179815,80,APS,Anpartsselskab,2008-01-15,2200-01-01
31488850,80,APS,Anpartsselskab,2008-06-01,2200-01-01
31365848,80,APS,Anpartsselskab,2008-04-01,2200-01-01
31759390,80,APS,Anpartsselskab,2008-08-25,2200-01-01
31761271,80,APS,Anpartsselskab,2008-08-29,2200-01-01
31498074,80,APS,Anpartsselskab,2008-08-15,2200-01-01
31774616,80,APS,Anpartsselskab,2008-09-30,2200-01-01
31754682,80,APS,Anpartsselskab,2008-09-09,2016-04-15
29812578,80,APS,Anpartsselskab,2008-10-18,2200-01-01
31937744,80,APS,Anpartsselskab,2008-12-18,2200-01-01
31604206,80,APS,Anpartsselskab,2008-07-10,2200-01-01
31778794,80,APS,Anpartsselskab,2008-10-01,2200-01-01
31582091,80,APS,Anpartsselskab,2008-05-23,2200-01-01
31628075,80,APS,Anpartsselskab,2008-08-14,2200-01-01
31589878,80,APS,Anpartsselskab,2008-07-01,2200-01-01
31597145,80,APS,Anpartsselskab,2008-06-25,2200-01-01
31608090,80,APS,Anpartsselskab,2008-06-10,2018-12-25
31758084,80,APS,Anpartsselskab,2008-09-16,2200-01-01
31759293,80,APS,Anpartsselskab,2008-09-18,2200-01-01
31599555,80,APS,Anpartsselskab,2008-07-04,2014-08-31
31754615,80,APS,Anpartsselskab,2018-08-14,2200-01-01
31628083,80,APS,Anpartsselskab,2008-08-14,2200-01-01
30514742,80,APS,Anpartsselskab,2008-10-10,2200-01-01
31484243,80,APS,Anpartsselskab,2008-06-10,2016-10-04
31492521,80,APS,Anpartsselskab,2008-06-17,2200-01-01
31490405,80,APS,Anpartsselskab,2008-06-09,2200-01-01
30514041,80,APS,Anpartsselskab,2008-10-09,2200-01-01
31578256,80,APS,Anpartsselskab,2008-06-23,2200-01-01
31771749,80,APS,Anpartsselskab,2008-10-06,2200-01-01
31635268,80,APS,Anpartsselskab,2010-09-22,2200-01-01
31894476,80,APS,Anpartsselskab,2008-12-30,2019-05-21
31762022,80,APS,Anpartsselskab,2008-09-23,2200-01-01
31752469,80,APS,Anpartsselskab,2008-09-09,2017-08-11
31848121,80,APS,Anpartsselskab,2008-11-12,2200-01-01
31871255,80,APS,Anpartsselskab,2008-11-26,2200-01-01
31480892,80,APS,Anpartsselskab,2015-03-06,2017-06-13
31610370,80,APS,Anpartsselskab,2008-05-30,2200-01-01
32069436,80,APS,Anpartsselskab,2009-02-27,2015-03-30
31881951,80,APS,Anpartsselskab,2008-12-10,2200-01-01
31869447,80,APS,Anpartsselskab,2008-11-11,2200-01-01
31944678,80,APS,Anpartsselskab,2008-12-29,2200-01-01
32058493,80,APS,Anpartsselskab,2009-02-09,2200-01-01
31897319,80,APS,Anpartsselskab,2008-12-16,2200-01-01
31933153,80,APS,Anpartsselskab,2008-12-18,2200-01-01
31933633,80,APS,Anpartsselskab,2009-01-08,2200-01-01
32061036,80,APS,Anpartsselskab,2009-01-01,2200-01-01
31784190,80,APS,Anpartsselskab,2018-01-23,2200-01-01
31860261,80,APS,Anpartsselskab,2009-01-28,2200-01-01
31935830,80,APS,Anpartsselskab,2008-12-08,2200-01-01
31891000,80,APS,Anpartsselskab,2008-12-17,2200-01-01
32081924,80,APS,Anpartsselskab,2009-03-19,2014-08-14
31859840,80,APS,Anpartsselskab,2008-12-30,2200-01-01
31886074,80,APS,Anpartsselskab,2017-03-28,2018-03-14
31947766,80,APS,Anpartsselskab,2009-01-29,2016-11-16
31853850,80,APS,Anpartsselskab,2008-11-19,2200-01-01
32059147,80,APS,Anpartsselskab,2009-02-10,2200-01-01
32263062,80,APS,Anpartsselskab,2009-06-16,2014-02-26
32161022,80,APS,Anpartsselskab,2009-05-30,2200-01-01
32266355,80,APS,Anpartsselskab,2009-06-19,2017-10-19
32098983,80,APS,Anpartsselskab,2009-04-17,2200-01-01
32362249,80,APS,Anpartsselskab,2009-08-10,2200-01-01
32147283,80,APS,Anpartsselskab,2009-04-30,2200-01-01
32162606,80,APS,Anpartsselskab,2009-06-02,2200-01-01
32095828,80,APS,Anpartsselskab,2009-04-14,2017-03-30
32439810,80,APS,Anpartsselskab,2009-08-26,2200-01-01
32444644,80,APS,Anpartsselskab,2009-08-26,2018-10-15
32445764,80,APS,Anpartsselskab,2009-09-01,2200-01-01
32440630,80,APS,Anpartsselskab,2009-08-31,2200-01-01
32271898,80,APS,Anpartsselskab,2009-06-23,2200-01-01
32296793,80,APS,Anpartsselskab,2009-08-03,2200-01-01
32267432,80,APS,Anpartsselskab,2009-06-22,2200-01-01
32358187,80,APS,Anpartsselskab,2017-03-28,2017-05-23
32156878,80,APS,Anpartsselskab,2009-05-27,2200-01-01
32093930,80,APS,Anpartsselskab,2009-04-07,2200-01-01
32263305,80,APS,Anpartsselskab,2009-06-16,2200-01-01
32263674,80,APS,Anpartsselskab,2009-06-16,2200-01-01
32287921,80,APS,Anpartsselskab,2009-07-03,2200-01-01
32292194,80,APS,Anpartsselskab,2009-06-24,2200-01-01
32448348,80,APS,Anpartsselskab,2009-09-01,2018-12-29
32568297,80,APS,Anpartsselskab,2009-11-19,2200-01-01
32552773,80,APS,Anpartsselskab,2009-10-01,2200-01-01
32447104,80,APS,Anpartsselskab,2009-09-02,2200-01-01
32763154,80,APS,Anpartsselskab,2010-01-29,2200-01-01
32675301,80,APS,Anpartsselskab,2010-01-20,2017-03-13
32675565,80,APS,Anpartsselskab,2010-01-20,2200-01-01
32557864,80,APS,Anpartsselskab,2009-10-28,2200-01-01
32762891,80,APS,Anpartsselskab,2010-01-28,2200-01-01
32284450,80,APS,Anpartsselskab,2009-06-29,2200-01-01
32437990,80,APS,Anpartsselskab,2009-08-14,2016-04-26
32648762,80,APS,Anpartsselskab,2009-11-01,2200-01-01
32553834,80,APS,Anpartsselskab,2009-09-25,2200-01-01
32550649,80,APS,Anpartsselskab,2009-10-16,2200-01-01
32550665,80,APS,Anpartsselskab,2009-10-16,2200-01-01
32664024,80,APS,Anpartsselskab,2009-12-18,2200-01-01
32471277,80,APS,Anpartsselskab,2009-09-25,2200-01-01
32467660,80,APS,Anpartsselskab,2009-09-15,2200-01-01
32661912,80,APS,Anpartsselskab,2009-12-01,2200-01-01
32466249,80,APS,Anpartsselskab,2009-09-07,2200-01-01
32473997,80,APS,Anpartsselskab,2009-10-01,2200-01-01
32657400,80,APS,Anpartsselskab,2009-12-17,2200-01-01
32656072,80,APS,Anpartsselskab,2009-12-17,2200-01-01
32473903,80,APS,Anpartsselskab,2009-09-22,2200-01-01
32780490,80,APS,Anpartsselskab,2010-03-03,2200-01-01
32365337,80,APS,Anpartsselskab,2009-08-19,2200-01-01
32566200,80,APS,Anpartsselskab,2009-11-16,2200-01-01
32787142,80,APS,Anpartsselskab,2010-03-02,2200-01-01
32471404,80,APS,Anpartsselskab,2009-08-31,2200-01-01
32647677,80,APS,Anpartsselskab,2009-12-03,2200-01-01
32362370,80,APS,Anpartsselskab,2009-08-12,2200-01-01
32656005,80,APS,Anpartsselskab,2009-12-08,2200-01-01
32770770,80,APS,Anpartsselskab,2010-01-07,2200-01-01
32660711,80,APS,Anpartsselskab,2016-05-26,2017-01-24
32660045,80,APS,Anpartsselskab,2009-12-21,2200-01-01
32558631,80,APS,Anpartsselskab,2009-11-02,2200-01-01
32559905,80,APS,Anpartsselskab,2009-10-26,2200-01-01
32468306,80,APS,Anpartsselskab,2009-09-22,2200-01-01
32886469,80,APS,Anpartsselskab,2010-04-28,2200-01-01
32835996,80,APS,Anpartsselskab,2010-04-06,2200-01-01
32883397,80,APS,Anpartsselskab,2010-04-12,2200-01-01
32938450,80,APS,Anpartsselskab,2010-04-26,2200-01-01
32887627,80,APS,Anpartsselskab,2010-04-28,2016-08-29
32827942,80,APS,Anpartsselskab,2010-03-11,2200-01-01
32842216,80,APS,Anpartsselskab,2010-03-16,2200-01-01
32842429,80,APS,Anpartsselskab,2010-04-13,2018-10-15
32775187,80,APS,Anpartsselskab,2010-02-22,2200-01-01
32781071,80,APS,Anpartsselskab,2010-03-04,2200-01-01
32763588,80,APS,Anpartsselskab,2010-01-27,2015-03-17
32842437,80,APS,Anpartsselskab,2010-03-22,2019-03-29
32830994,80,APS,Anpartsselskab,2010-03-25,2200-01-01
32787347,80,APS,Anpartsselskab,2010-03-15,2200-01-01
32669379,80,APS,Anpartsselskab,2010-01-11,2016-01-08
32889743,80,APS,Anpartsselskab,2019-03-22,2200-01-01
32891365,80,APS,Anpartsselskab,2010-05-06,2200-01-01
32878423,80,APS,Anpartsselskab,2010-04-15,2200-01-01
33044046,80,APS,Anpartsselskab,2010-06-25,2018-12-19
32947220,80,APS,Anpartsselskab,2010-06-07,2200-01-01
33041454,80,APS,Anpartsselskab,2010-06-23,2200-01-01
33042299,80,APS,Anpartsselskab,2010-06-11,2200-01-01
33033826,80,APS,Anpartsselskab,2010-06-15,2200-01-01
32946593,80,APS,Anpartsselskab,2010-06-07,2200-01-01
33059124,80,APS,Anpartsselskab,2017-03-28,2017-05-23
33144350,80,APS,Anpartsselskab,2010-08-19,2200-01-01
33156235,80,APS,Anpartsselskab,2010-09-09,2018-09-20
33265832,80,APS,Anpartsselskab,2012-02-24,2200-01-01
33265859,80,APS,Anpartsselskab,2011-02-24,2200-01-01
33075375,80,APS,Anpartsselskab,2010-08-10,2200-01-01
33146302,80,APS,Anpartsselskab,2010-08-30,2019-05-24
33163150,80,APS,Anpartsselskab,2010-09-24,2200-01-01
33163320,80,APS,Anpartsselskab,2010-09-23,2200-01-01
33061102,80,APS,Anpartsselskab,2010-07-02,2200-01-01
33241089,80,APS,Anpartsselskab,2010-10-01,2018-06-22
33082002,80,APS,Anpartsselskab,2010-08-23,2200-01-01
33158092,80,APS,Anpartsselskab,2010-09-07,2200-01-01
33253532,80,APS,Anpartsselskab,2010-10-26,2200-01-01
33076983,80,APS,Anpartsselskab,2010-08-10,2200-01-01
33063695,80,APS,Anpartsselskab,2010-07-09,2018-11-29
33154224,80,APS,Anpartsselskab,2010-08-31,2200-01-01
33242905,80,APS,Anpartsselskab,2010-10-05,2200-01-01
33255748,80,APS,Anpartsselskab,2010-10-29,2200-01-01
33392397,80,APS,Anpartsselskab,2011-01-18,2019-02-28
33509693,80,APS,Anpartsselskab,2011-02-28,2018-01-02
33375298,80,APS,Anpartsselskab,2010-12-22,2019-05-20
33383096,80,APS,Anpartsselskab,2011-01-06,2200-01-01
33493053,80,APS,Anpartsselskab,2011-01-14,2200-01-01
33493177,80,APS,Anpartsselskab,2010-12-20,2200-01-01
33358636,80,APS,Anpartsselskab,2010-12-05,2200-01-01
33392885,80,APS,Anpartsselskab,2011-01-07,2200-01-01
33388446,80,APS,Anpartsselskab,2011-01-01,2200-01-01
33388713,80,APS,Anpartsselskab,2011-01-01,2200-01-01
33494971,80,APS,Anpartsselskab,2011-02-01,2200-01-01
33353537,80,APS,Anpartsselskab,2010-11-11,2200-01-01
33377223,80,APS,Anpartsselskab,2010-12-23,2015-09-15
33361424,80,APS,Anpartsselskab,2010-12-03,2200-01-01
33393954,80,APS,Anpartsselskab,2011-01-19,2200-01-01
33393962,80,APS,Anpartsselskab,2011-01-21,2016-02-01
33495439,80,APS,Anpartsselskab,2011-01-26,2200-01-01
33359802,80,APS,Anpartsselskab,2010-11-29,2200-01-01
33361963,80,APS,Anpartsselskab,2010-11-30,2200-01-01
33368127,80,APS,Anpartsselskab,2010-12-17,2200-01-01
33378645,80,APS,Anpartsselskab,2010-12-20,2200-01-01
33504322,80,APS,Anpartsselskab,2011-02-14,2200-01-01
33362226,80,APS,Anpartsselskab,2010-12-08,2200-01-01
33379404,80,APS,Anpartsselskab,2010-12-31,2200-01-01
33395361,80,APS,Anpartsselskab,2011-01-24,2016-05-08
33590504,80,APS,Anpartsselskab,2011-03-30,2200-01-01
33504977,80,APS,Anpartsselskab,2011-02-22,2200-01-01
33574231,80,APS,Anpartsselskab,2017-10-01,2200-01-01
33390610,80,APS,Anpartsselskab,2011-01-17,2017-12-14
32320732,80,APS,Anpartsselskab,2011-02-02,2017-03-30
32310990,80,APS,Anpartsselskab,2011-02-01,2200-01-01
33580134,80,APS,Anpartsselskab,2011-03-18,2200-01-01
33591403,80,APS,Anpartsselskab,2011-04-05,2200-01-01
33364474,80,APS,Anpartsselskab,2010-12-13,2200-01-01
33372086,80,APS,Anpartsselskab,2010-12-10,2200-01-01
33357850,80,APS,Anpartsselskab,2010-11-23,2200-01-01
33501668,80,APS,Anpartsselskab,2011-02-21,2200-01-01
33509294,80,APS,Anpartsselskab,2011-03-01,2200-01-01
33509308,80,APS,Anpartsselskab,2011-03-01,2200-01-01
33863225,80,APS,Anpartsselskab,2011-07-25,2200-01-01
33877072,80,APS,Anpartsselskab,2011-08-22,2200-01-01
33882491,80,APS,Anpartsselskab,2011-09-05,2200-01-01
33598610,80,APS,Anpartsselskab,2011-04-13,2200-01-01
33644574,80,APS,Anpartsselskab,2011-05-09,2200-01-01
33776349,80,APS,Anpartsselskab,2011-07-01,2200-01-01
33783132,80,APS,Anpartsselskab,2011-07-01,2200-01-01
33644957,80,APS,Anpartsselskab,2011-05-05,2015-04-06
32342221,80,APS,Anpartsselskab,2011-07-01,2200-01-01
33860153,80,APS,Anpartsselskab,2011-07-19,2200-01-01
33863551,80,APS,Anpartsselskab,2011-06-29,2200-01-01
33744897,80,APS,Anpartsselskab,2011-05-16,2200-01-01
33784309,80,APS,Anpartsselskab,2011-06-27,2200-01-01
33600194,80,APS,Anpartsselskab,2011-04-11,2200-01-01
33745680,80,APS,Anpartsselskab,2011-05-05,2200-01-01
33878737,80,APS,Anpartsselskab,2011-09-01,2018-04-03
33600704,80,APS,Anpartsselskab,2011-04-18,2200-01-01
33777930,80,APS,Anpartsselskab,2011-06-28,2200-01-01
33595212,80,APS,Anpartsselskab,2011-04-05,2200-01-01
33785348,80,APS,Anpartsselskab,2011-07-01,2200-01-01
33765320,80,APS,Anpartsselskab,2011-06-21,2200-01-01
33772122,80,APS,Anpartsselskab,2011-06-29,2200-01-01
33875223,80,APS,Anpartsselskab,2011-08-22,2200-01-01
33759517,80,APS,Anpartsselskab,2011-06-15,2015-12-01
33759940,80,APS,Anpartsselskab,2011-06-15,2200-01-01
33766920,80,APS,Anpartsselskab,2011-06-20,2015-06-02
33748329,80,APS,Anpartsselskab,2011-05-24,2200-01-01
33597142,80,APS,Anpartsselskab,2011-04-13,2014-12-29
33780966,80,APS,Anpartsselskab,2011-07-06,2200-01-01
33858183,80,APS,Anpartsselskab,2011-07-07,2200-01-01
33748620,80,APS,Anpartsselskab,2019-05-22,2200-01-01
33774222,80,APS,Anpartsselskab,2011-06-30,2200-01-01
33774869,80,APS,Anpartsselskab,2011-06-29,2017-11-29
33755783,80,APS,Anpartsselskab,2011-05-27,2200-01-01
33761600,80,APS,Anpartsselskab,2011-06-16,2200-01-01
33775172,80,APS,Anpartsselskab,2011-07-01,2014-09-09
33775199,80,APS,Anpartsselskab,2011-07-01,2200-01-01
33781903,80,APS,Anpartsselskab,2011-07-07,2200-01-01
33859082,80,APS,Anpartsselskab,2011-07-18,2014-09-09
33963750,80,APS,Anpartsselskab,2011-10-10,2017-05-30
34071802,80,APS,Anpartsselskab,2011-11-24,2200-01-01
34092524,80,APS,Anpartsselskab,2011-12-22,2200-01-01
34092834,80,APS,Anpartsselskab,2011-12-15,2200-01-01
34093229,80,APS,Anpartsselskab,2011-12-28,2200-01-01
34085854,80,APS,Anpartsselskab,2011-12-08,2200-01-01
34093482,80,APS,Anpartsselskab,2011-12-29,2200-01-01
34093849,80,APS,Anpartsselskab,2011-12-16,2200-01-01
34210993,80,APS,Anpartsselskab,2012-01-01,2200-01-01
34215723,80,APS,Anpartsselskab,2012-01-10,2016-05-30
33964641,80,APS,Anpartsselskab,2011-10-14,2200-01-01
34094241,80,APS,Anpartsselskab,2011-12-30,2200-01-01
34206023,80,APS,Anpartsselskab,2012-01-01,2200-01-01
33970447,80,APS,Anpartsselskab,2013-11-22,2017-05-19
34080658,80,APS,Anpartsselskab,2011-12-07,2200-01-01
34086508,80,APS,Anpartsselskab,2011-12-15,2200-01-01
34086818,80,APS,Anpartsselskab,2011-12-20,2200-01-01
34201196,80,APS,Anpartsselskab,2011-12-21,2200-01-01
34206864,80,APS,Anpartsselskab,2011-12-27,2200-01-01
33885636,80,APS,Anpartsselskab,2011-08-31,2200-01-01
34212538,80,APS,Anpartsselskab,2014-06-17,2200-01-01
33949170,80,APS,Anpartsselskab,2011-09-14,2200-01-01
34076154,80,APS,Anpartsselskab,2011-11-23,2200-01-01
34202796,80,APS,Anpartsselskab,2012-01-01,2016-05-25
34212805,80,APS,Anpartsselskab,2012-01-17,2200-01-01
33949774,80,APS,Anpartsselskab,2011-09-12,2200-01-01
34089469,80,APS,Anpartsselskab,2011-12-22,2018-08-22
34089477,80,APS,Anpartsselskab,2011-12-12,2016-01-26
34089523,80,APS,Anpartsselskab,2011-12-22,2200-01-01
33956827,80,APS,Anpartsselskab,2011-09-30,2200-01-01
33956940,80,APS,Anpartsselskab,2011-09-30,2200-01-01
33961944,80,APS,Anpartsselskab,2011-10-10,2200-01-01
34058326,80,APS,Anpartsselskab,2011-11-28,2015-01-19
34076820,80,APS,Anpartsselskab,2011-12-01,2200-01-01
34082731,80,APS,Anpartsselskab,2011-12-14,2018-11-07
34208603,80,APS,Anpartsselskab,2011-12-27,2200-01-01
33950500,80,APS,Anpartsselskab,2011-09-20,2200-01-01
33962193,80,APS,Anpartsselskab,2011-09-30,2200-01-01
34077185,80,APS,Anpartsselskab,2018-02-15,2018-05-02
34090262,80,APS,Anpartsselskab,2011-12-22,2200-01-01
34054460,80,APS,Anpartsselskab,2011-11-18,2200-01-01
33962630,80,APS,Anpartsselskab,2011-10-01,2200-01-01
34078114,80,APS,Anpartsselskab,2011-11-17,2200-01-01
34204438,80,APS,Anpartsselskab,2011-12-22,2018-08-13
32304877,80,APS,Anpartsselskab,2011-10-13,2200-01-01
34214409,80,APS,Anpartsselskab,2011-12-16,2200-01-01
34214638,80,APS,Anpartsselskab,2011-12-30,2200-01-01
34459274,80,APS,Anpartsselskab,2012-02-29,2200-01-01
32306594,80,APS,Anpartsselskab,2012-06-12,2016-07-12
34602824,80,APS,Anpartsselskab,2012-06-28,2200-01-01
32305601,80,APS,Anpartsselskab,2012-02-06,2200-01-01
34600465,80,APS,Anpartsselskab,2012-06-25,2200-01-01
34479526,80,APS,Anpartsselskab,2012-04-20,2200-01-01
34593086,80,APS,Anpartsselskab,2012-06-12,2200-01-01
34465525,80,APS,Anpartsselskab,2012-03-23,2200-01-01
34485607,80,APS,Anpartsselskab,2012-05-01,2200-01-01
34226083,80,APS,Anpartsselskab,2012-02-07,2200-01-01
34456186,80,APS,Anpartsselskab,2012-03-08,2016-02-17
34486026,80,APS,Anpartsselskab,2012-05-01,2017-06-06
34594643,80,APS,Anpartsselskab,2012-06-15,2200-01-01
34231095,80,APS,Anpartsselskab,2012-02-20,2200-01-01
34460973,80,APS,Anpartsselskab,2012-03-14,2015-01-08
34491801,80,APS,Anpartsselskab,2012-04-27,2200-01-01
32306306,80,APS,Anpartsselskab,2012-03-26,2200-01-01
34480982,80,APS,Anpartsselskab,2012-04-13,2200-01-01
34575460,80,APS,Anpartsselskab,2012-05-14,2200-01-01
34350698,80,APS,Anpartsselskab,2012-02-09,2200-01-01
34461600,80,APS,Anpartsselskab,2012-03-02,2200-01-01
34471800,80,APS,Anpartsselskab,2012-04-04,2200-01-01
34487367,80,APS,Anpartsselskab,2016-06-23,2200-01-01
34597189,80,APS,Anpartsselskab,2012-06-01,2016-06-01
34577633,80,APS,Anpartsselskab,2012-03-23,2200-01-01
34577927,80,APS,Anpartsselskab,2012-05-16,2200-01-01
34350930,80,APS,Anpartsselskab,2012-02-22,2200-01-01
34467595,80,APS,Anpartsselskab,2012-03-26,2200-01-01
34584842,80,APS,Anpartsselskab,2012-05-31,2200-01-01
34467927,80,APS,Anpartsselskab,2012-03-27,2200-01-01
34352291,80,APS,Anpartsselskab,2012-02-24,2200-01-01
34468575,80,APS,Anpartsselskab,2012-03-28,2200-01-01
34473765,80,APS,Anpartsselskab,2012-03-29,2200-01-01
34482438,80,APS,Anpartsselskab,2012-04-26,2200-01-01
34482659,80,APS,Anpartsselskab,2012-04-26,2200-01-01
34352925,80,APS,Anpartsselskab,2012-02-13,2200-01-01
34469350,80,APS,Anpartsselskab,2012-03-29,2200-01-01
34579393,80,APS,Anpartsselskab,2012-05-21,2200-01-01
34579695,80,APS,Anpartsselskab,2012-05-16,2200-01-01
34464367,80,APS,Anpartsselskab,2012-01-13,2016-06-28
34484066,80,APS,Anpartsselskab,2012-04-16,2200-01-01
34601933,80,APS,Anpartsselskab,2012-10-09,2200-01-01
34581088,80,APS,Anpartsselskab,2012-06-20,2200-01-01
34736421,80,APS,Anpartsselskab,2012-11-15,2200-01-01
34621659,80,APS,Anpartsselskab,2012-06-08,2200-01-01
34719403,80,APS,Anpartsselskab,2012-10-10,2200-01-01
34732116,80,APS,Anpartsselskab,2012-11-09,2200-01-01
34604223,80,APS,Anpartsselskab,2012-06-25,2200-01-01
34732744,80,APS,Anpartsselskab,2012-09-04,2016-05-17
34738645,80,APS,Anpartsselskab,2012-09-30,2200-01-01
34688567,80,APS,Anpartsselskab,2012-08-15,2200-01-01
34612889,80,APS,Anpartsselskab,2012-07-01,2200-01-01
34605009,80,APS,Anpartsselskab,2012-06-27,2200-01-01
34612137,80,APS,Anpartsselskab,2012-07-02,2200-01-01
34621977,80,APS,Anpartsselskab,2012-07-05,2200-01-01
34720002,80,APS,Anpartsselskab,2012-10-11,2200-01-01
34724725,80,APS,Anpartsselskab,2012-10-16,2200-01-01
34625689,80,APS,Anpartsselskab,2012-08-01,2018-12-19
34688923,80,APS,Anpartsselskab,2012-08-20,2200-01-01
34613184,80,APS,Anpartsselskab,2012-07-03,2200-01-01
32348025,80,APS,Anpartsselskab,2012-10-23,2200-01-01
34727880,80,APS,Anpartsselskab,2012-10-25,2200-01-01
34625891,80,APS,Anpartsselskab,2012-08-08,2200-01-01
32324533,80,APS,Anpartsselskab,2012-06-28,2200-01-01
34704945,80,APS,Anpartsselskab,2012-09-17,2200-01-01
34720819,80,APS,Anpartsselskab,2012-10-12,2200-01-01
34613761,80,APS,Anpartsselskab,2012-06-30,2200-01-01
34605416,80,APS,Anpartsselskab,2012-06-29,2200-01-01
34694990,80,APS,Anpartsselskab,2012-08-31,2200-01-01
34710430,80,APS,Anpartsselskab,2012-09-22,2200-01-01
34716161,80,APS,Anpartsselskab,2012-10-05,2200-01-01
34710864,80,APS,Anpartsselskab,2012-09-20,2200-01-01
34721343,80,APS,Anpartsselskab,2012-10-10,2200-01-01
34734534,80,APS,Anpartsselskab,2012-10-31,2200-01-01
34617007,80,APS,Anpartsselskab,2012-07-01,2018-11-12
34619921,80,APS,Anpartsselskab,2012-07-10,2200-01-01
34736022,80,APS,Anpartsselskab,2012-11-09,2018-06-25
34620849,80,APS,Anpartsselskab,2012-07-06,2200-01-01
34620970,80,APS,Anpartsselskab,2012-07-23,2200-01-01
34609500,80,APS,Anpartsselskab,2012-06-29,2200-01-01
34800332,80,APS,Anpartsselskab,2012-11-19,2200-01-01
34702500,80,APS,Anpartsselskab,2012-07-16,2200-01-01
34707677,80,APS,Anpartsselskab,2012-09-17,2018-03-02
34800685,80,APS,Anpartsselskab,2012-11-19,2200-01-01
34703019,80,APS,Anpartsselskab,2012-09-01,2200-01-01
34713421,80,APS,Anpartsselskab,2012-09-27,2200-01-01
35027459,80,APS,Anpartsselskab,2013-01-17,2015-12-08
34886628,80,APS,Anpartsselskab,2012-12-03,2200-01-01
35051023,80,APS,Anpartsselskab,2013-02-28,2200-01-01
35051031,80,APS,Anpartsselskab,2013-02-28,2200-01-01
35051333,80,APS,Anpartsselskab,2013-03-01,2200-01-01
35210628,80,APS,Anpartsselskab,2013-03-31,2200-01-01
35227067,80,APS,Anpartsselskab,2013-04-15,2200-01-01
34895899,80,APS,Anpartsselskab,2013-01-01,2200-01-01
35028692,80,APS,Anpartsselskab,2013-01-16,2018-05-07
35033785,80,APS,Anpartsselskab,2013-01-30,2015-12-15
35035427,80,APS,Anpartsselskab,2012-12-28,2200-01-01
35056297,80,APS,Anpartsselskab,2013-03-12,2015-03-17
34895996,80,APS,Anpartsselskab,2012-12-19,2200-01-01
35034285,80,APS,Anpartsselskab,2013-01-31,2018-12-17
35040137,80,APS,Anpartsselskab,2013-02-12,2200-01-01
34896143,80,APS,Anpartsselskab,2013-01-02,2016-03-30
34877343,80,APS,Anpartsselskab,2012-12-01,2200-01-01
34888574,80,APS,Anpartsselskab,2012-12-12,2018-02-12
34901384,80,APS,Anpartsselskab,2012-12-27,2200-01-01
35035982,80,APS,Anpartsselskab,2013-02-04,2016-12-22
